Sentiments,Positive
mehdi hassan ka geet ranjish hi sahi dil hi dukhane ke leye aa aur ik sitam aur meri jan abhi jan baqi hai aaj bhi suniye to dil udas ho jata hai,0
malka e taranum noor jahan ke bare mien kai mosikaron ko ye shikayat thi ke wo recording se sirf minute phele aati hain aur pheli hi take mein gana record karwa ke rukhsat ho jati hain,0
jab madam ko kisi ne ye baat batai to wo bazmi sahib ke pas aayein bazmi sahib suna hai ke esa bhi koi scale hai jahan main nahi pohanch sakti,0
bazmi sahib akhiri waqat tak khafa rahe,0
lekin is tarah ke waqeyat se nisar bazmi aur noor jahan mein badzani paida ho gai phir duniya ne ye bhi dekha ke noor jahan ne sazindon se bazmi sahib ke leye kaam ka boycott karwa deya,0
is ke niteje mein un ka dil lahore ki filmi siyasat se uchat hone laga aur mein wo karachi shift ho gaye,0
saala career pakistani aur hindustani filmein aik sheri majmua phir saz e sada khamosh hai darjan bhar nigar award aik pride of performance pasmandigan ulladein aur lakhon sogwaron ka wirsa chor kar march mein aap is duniya se rukhsta ho gaye,0
salman khan ne filmi safar ka aghaz mein biwi ho to esi mein bator mawin adakar kiya tha jis mein un ke mukalmon ki adaigi theek na hone ke bais kisi aur ki awaz mein dabbing ki gai thi,0
tahum filmi sanat ke har super star ki tarah un ke bhi scandals khabron ki zad mein rahe,0
bollywood ki kai heroines ke sath un ke mashqe manzar e aam par aate rahe jin mein sab se ziyadah qabil e zikar sangeta bajlani somi ali ashwariya ray katrina kef ke sath un ki dostiyan sabit hoein,0
khas tor par hum dil de chuke sanam ke bad ashwariya ray ke sath un ki dosti ka media ne khob charcha kiya lekin mein un ke taluqat talkhi par khatam howae aur ashwariya ray ne salman khan par hirasan karne ka ilzam bhi lagaya,0
yehi nahi salman khan ki zindagi kai tanazeaat se bhi ebarat rahi,0
september ko un ki gari be qabo ho kar mumbai ki aik bakery mein ghos gai jis ki wajah se bakery ke ahate mein soya howa aik shakhs halak ho gaya aur salman khan ko jail ki hawa khani pari un par beparwahi se driving karne ka ilzam lagaya gaya,0
february ko salman khan ko nadir o nayab kale hiran black deer ke shikar ke jurm mein adalat ne aik saal qeed ki saza sunai tahum is fasle par appeal ke doran un ki saza par amal dar aamad rok diya gaya ye case ta hal salman khan ke leye dar e sar bana howa hai,0
september mein salman khan ko us waqat shaded tanqed ka samna karna para jab unhon ne mumabi hamla case ke bare mein aik interview mein ye kaha ke is mamle par itna shor is leye machaya ja raha hai ke is bar hamla ashrafiya par howa aur five star hotels ko nishana banaya gaya,0
is bayan par unhein bjp shiv sina aur degar siyasi jamaton ki tarah se sakht nukta chini ka samna karna para,0
emma watson baras ki umer tak apne waldain ke darmiyan alehdgi tak paris he mein rahi,0
aik interview mein inho ne kaha tha mujhe lagta hai ke main aik bulbulay mein qaid hon jis se nikalna chahti hon,0
emma watson khud ko romance mein bad qismat samajhti hai,0
yeh dono baqaida date par jane lage the lekin isi baras october mein emma watson ne tom ki dosri khuwateen ke sath dating karte hue pictures dekhne ke bad us se alehdgi ikhteyar kar li,0
munir hussain versatile singer september ko inteqal kar gaey,0
mere kayal mein is qism ki dressing ke leye kafi himat ki zarorat hoti hai,0
question kapre kharedne se phele qimat malom karte hainshahrukh khan nahi ameer hone ka ye matlab ye hai ke aap kisi dokan mein jayein aur ye fasla na kar payein ke donon mein se kon si t shirt ziyadah achi hai to phir donon kharid len aur donon mein se koi bhi na pehanne,0
in ki piadaish ke aik baras bad hi un ke walden mein elahdgi ho gai jis ke bad angelina aur un ka bhai maa ke sath rehne lage the,0
logon se jazbati lagao ne unhen manshiyat ki lat mein mubtala kar diya,0
saal li umar mein wo manshiyat ki adi ho chuki thein,0
is film ke audition mein jolie ki bohat dushwari ka samna karna para tha,0
is ke bad angelina ne without evidence aur hackers mein kaam kiya lekin ye films box office par koi muqam hasil karne mein nakaam rahein,0
angelina jolie apni sehat ki taraf se hamesha fikarmand rehti hain,0
sartan ka marz unhein wirasat mein mila hai khas tor par chati ka sartan,0
is bachne ke leye unhon ne qabal iz waqat apne sene ki surgery mestectomy karali hai,0
mein un ke adakar johnny lee miller ke sath taluqat qaim howe jis ke aik baras bad unhon ne shadi kar li jo mein apne anjam ko pohanchi,0
is se qabal mein jolie hum jins parasti ki taraf bhi maill ho gai thein,0
ye shadi bhi baras tak hi chal saki,0
waheed murad ki iss gair mamuli maqbulyat key bas baz auqat iska mawazna alewas presley se bhi keya jata hay jo waheed murad se das baras pehley issi shorat ki choti pe pahonch ker achanak maut ki wadi mein kood geya tha,0
unani almeay ka hero zindagi ki tamam khatnaiyan tay kerta hua manzil e maqsood tak pahoch jata lakin shaksiyat ka koi chota sa siqam tabiyat ki zara si bechayni dil ki koi mamuli si bhool usey zindagi bher ki jaddo jahad key samer se mahroom ker deyti hay waheed murad bhi aysi hi aik almnak khami ka shikar huay to aeyea unki kamyaban bhari zindagi mein nuqta talash keya jaye jo biakhir un ki mokammal tabahi ka bas bana,0
karobari raqebon ne waheed parvaiz sohail aur masroor ki company ka nam chandal choukri rakh deya tha aur unki her nae film ka ilan dushmanon ki safon mein khalbali macha deta tha,0
dushman to film arts ka kuch na bigar sakey lakin khud waheed murad nay apnay sathyon ko naraz ker deya charon ki mushterka jaddo jahad se kamyab honey wali her film ka creadit waheed murad akeley lena,0
chatey thay man bap ki aklouti aulad honey key bas unhon nay bant key khana shayad sekha nahein tha slgira pe milney waley tohfon ki tarah woh her film pe milney wali dad o tahsen ko bila shirket e gairey wasool ker nay ki koshish ker te un key iss rawaeay par sab se pehley pevaiz malik berham huey un key bad sohail rana aur masroor anwar ne bhi saday ihtejaj buland ki,0
chunan chey woh doston ki narazgi ko khatir mein na laey aur yunfilm arts ka sheraza bikhar geya,0
udher whaeed murad nay bhi yeh sabit ker nay ki than lit hi key film arts merey dam qadam se chal raha tha aur parvaiz malik key begair bhi main kamyab filmein bana sakta hoon chunan chey unhon ne film isharabanae aur uski direction bhi khud di,0
waheed murad ke dawon aur tamannaon key ber aks yeh film buri tara falap ho gae chaklet hero key leyeh yeh nakami aik anoukha tajurba tha abhi woh iss sadmey se sanbhal bhi na paey they ke zaiba nay un key sath heroen aney se inkar ker deya keonkey un ki shadi mohammed ali se ho gae thi iss dauran mein waheed murad ne shabnam key sath kuch filmein kein lakin pher shabnam key shou her robin ghosh ki madakhlat par yeh heroen bhi hat se gae hatta key nissho key mian nay bhi usey waheed murad key sakam ker nay se mana ker deya goya her taraf se hamarey hero ka huqqa pani band ho geya udher film sazon nay waheed murad ko aik aisey hero key roop mein munjamid ker deya jo shaks bagon mein heroen key pechey pechey geet gata phirta hay kabhi usey chairta hay kabhi manata hay aur kabhi khud rooth jata hay,0
iss tara ka roomanvi hero sey tak key das barson mein khasa maqbool raha lakin log aik hi tara ki filmein dekh dekh ker ukta chukey they film saz sirf azmai hue chez yeh paisa laganey key leyeh tayar they mein waheed murad ki punjabi film mastana mahi nay golden jubli ki aur iss ka gana seuni mera mahi gali gali gaya janey laga iss maqbuyat se faida utha ker hadayat kar iftekhar khan nay dobara qismat azmae ki aur waheed murad ki aik aur punjabi film taiyar ki jiska nam hi seoni mera mahi rakha iss mein pehley ki tarah saloni ko heroen keya geya aur woh tamam herbay azmay gay jo director key kheyal mein pehli kamyabi ka sabab baney they lakin mein banney wali seoni mera mahi itni buri tara falap hue key arsa daraz tak waheed murad punjabi key qareeb na phatkey,0
urdu filmon mein bhi yahi surat hal mokhtallif na thi jahan unhein mastani mahbooba aur mahboob mera mastana jaisi filmon mein lagey bandhey kirdar deay ja rahey they mein un ki upar taley teen filmein flap huein mein bhi shauket hashmi iqbak akhter aur iftekhar khan ki hedayat kari mein banney wali un ki teen filmein buri tara nakam rahein,0
mein suraj tolu hua to usney waheed murad ko aik nakam mayous paraganda fiker aur jhunjlaey huay insan key roop mein dekha shohrat ki herjae devi ab dhakey se aney waley nay hero nadeem par anayat ki barish ker rahi thi waheed key puraney sathi parvaiz masroor aur suhail jinhein khud waheed nay raunat se thokra deya tha apnay apnay maidan mein kamyabyon key jhandey gar rahay they,0
kiran aur kali waheed murad ko apni zindagi mein milney wali kamyabi thi mein realease honey wali iss film key agey pechey un ki teen char filmein flap huein agley baras bhi unki koi film kamyabi hasil na ker saki filmein jarayed mein ab waheed murad key khelaf un sab logon nay bhi ghussa ugalna shuroo ker deya jo waheed murad key sath mazi mein kam ker chukey they aur iss key rawaeay se nalan they aik ikhbar ne to yehan tak likh deya tha key sala waheed murad mein ab dam kham baqi nahein hay woh aik chala hua kar toos hay usey khud hi aik taraf hat ker naujawan nadeem key leyeh rasta saf kr dena chae,0
wahed ko ab mohammed ali aur nadem ki filmon mein said roll milney lagey jo unhon ne badil e nakhasta qabool to ker leyeh lakin dil hi dil mein kurhtey rahey inhein dino un ki sharab noshi tafreeh taba ki hadood se nikal ker adapt key dairey mein dakhil higae unhon nay nasheeley tambakoo ka istemal bhi ziyada ko pahonch chukka tha bevi salma roz roz key jhagron se tang aker amrica chali gae thi,0
issi dauran unhein madey ka alsar ho geya aur naubat aik pecheda opration tak pahonchi jis key bad un ka wazan bahot kam ho geya aur chrey ki rounaq bhi mand par gae unki tamam ter tawaqoat ab apni nae film hero se wabista thein mein aik tv show key dauran unhon ne apnay maddahon ko yaqeen delaya key nae film realese hotey hi woh pher se mulk key number one hero ban jaein gein,0
apni uktahat aur bechaine door kerney key leyeh waheed murad nay intehae taiz raftari se car chalaney ka mashgala apna leya tha kae bar hadsa hotey hotey rah geya tha lakin mein iss tara ki taiz driwing key dauran un ki gari aik darakht se takra gae unki jan to bach gae lakin charey pewr zakham ka nishan par geya shadeed mausi key alam mein woh apnay dost parvaiz malik key pas gaey aur zindagi mein pehli bar un se kam manga parvaiz malik nay un key zakham zada charey ki taraf dekh ker kaha key tum theek ho jao to kam hi kam hay,0
waheed murad ne foran karachi jaker charey ki plastic surgery karane ka mansuba banaya keon ke film hero ka kuch kam bhi baqi tha jis ke liyeh chare ki durustagi lazmi thi,0
karachi mein ab unka hansta basta ghar maujood nahein tha bevi america ja chuki thi aur beta apni nani ke yahan moqeem tha,0
uss raat kiya huwa koi nahein janta waheed murad ke kamrey ka darwaza din charney tak na khula to maizbano ko darwaza torna para kamre ke farsh par pakistani actor murda para tha,0
us ke munh mein pan ka bera tha lakin pan mein kiya tha uski khaber kisi ko nahein keon ke post martam aur mawad ke tajzeye ke begair kuch kahna mumkin na tha,0
johnny depp ka bachpan mushkil halaat mein guzra in ke walid civil engineer jab ke waldah waitress thin,0
depp ke walid ki muaashi hesiyat ziyada mustehkim na thi,0
kharab gharelo halaat ke dabao ne johnny depp ko shaded taur par mutassir kiya jis ke natije mein sirf baras ki umer mein inhe cigarette noshi ki lutt lag chuki thi jis ke bad wo manshiyat noshi aur self harm ka shikar bhi rahe,0
jab depp baras ke hue to in ke waldain ke mabein alehdgi ho gai,0
jis ka in ke zehan par kafi bura asar parha aur agle he saal inho ne taleem ko kher bad keh diya us waqt wo high school ke talib e ilm the,0
wo apna ghar chor chuke the lehaza inhe kae maah tak apne aik dost ki ampala car mein rehaiysh ikhteyar karni parhi,0
muaashi abtari ka yeh daur kae saal tak jari raha,0
sirf saal bad he depp aur lorry mein alehdgi hogi,0
nusrat fateh ali khan ko in ke walid qawwal nahi banana chahte the,0
bandey ko rab se hum kalam kar dene wala azeem fankar august ke roz birmingham ke aik hospital se janeafreen ke supurd kar ke apne rab ke huzoor hazir ho gaya,0
is barey mein inho ne aik interview mein bataya tha ke inhe yeh kaam still images ki madad se karna tha lekin in ke walid ka still image camera toot gaya,0
shayad yehi wajah hai ke in ke bachpan ki aesi koi baat nahi jise wo yaad kar ke yeh keh saken ke wo lamha in ke liye yaadgar tha,0
california aane ke bad spielberg ne tv aur theater mein qismat aazmane ki koshish ki lekin kamiyabi na mili,0
jis ki cinematography ya akkasi bohat pasand ki gai lekin ba lihaaz majmooi film buri tarah na kaam rahi,0
jis ka ikhtetaam mein divorce par hua,0
tahum mein in ki films par arab mumalik mein us waqt pabandi laga di gai thi,0
inho ne lebanon ki jung ke dauran israel fauj ko lac dollar ki imdaad di thi,0
tahum inhe us waqt aik halqey ki taraf se shadid tanqeed ka saamna karna parha jab inho ne hum jins parasti ke haq mein shuru kiye jane wale aik project ki maali muaawnat ki,0
tahum in ki kuch films nakaam bhi hui hain,0
waldah ko car mein safar ke dauran hadsa pesh aa gaya tha,0
isi dauran shahrukh khan ko aik gehre sadmey se do chaar hona parha,0
jab in ke walid ka inteqal ho gaya,0
yeh bacha surrogate mother ke zariye hasil kiya gaya hai,0
is film ke milne tak shahrukh khan ne jis qadar kathin jaddojehad ki aur jin sabar aazma marhalon se guzre in ki daastan khasi dil kharash hai,0
is film ki peshkash mausool hone se aik din pehle shahrukh khan ne apni tamam koshishon mein nakami ke bad delhi wapis jane ka faisla kar liya tha lekin in ki jaib mein kiraya nahi tha,0
agar in ki jaib mein train ka ticket hota to wo delhi wapis ja chuke hote aur aaj hum shayad kisi king khan ke naam se aashna na hote,0
apni films chalte chalte aur kal ho na ho ke dauran wo back bone ki shaded takleef london mein surgery karani parhi shahrukh khan actress juhi chawla ke sath shirakatdari mein aik film company bhi chala rahe hain,0
qateel shifai se in ke khusosi marasim ke bhi charche rahe,0
qateel sahib ki kitab ghunghro toot gae ko dhake chupe alfaaz mein qateel aur iqbal bano ki daastan e ishq samjha jata hai,0
saanwli si aik ladki jis ka mardon jaisa naam bhej rahi hai mujh ko apni chahat ke paigham beshtar waqifan e haal ka kehna hai ke yeh shair iqbal bano he ke barey mein tha,0
ghazal gaaeki ko aik naya andaaz bakhshne wali iqbal bano ki raseeli awaar april ko lahore mein khamosh ho gai tahum in ki sadabahar ghazlein aur geet shaiyqeen ke dilon mein inhe zinda rakhengi,0
mai to barhe tassuf ke sath yeh batana chah raha hon ke is se hamare funn o saqafat ke shobey ki kam maeiygi aur mehroomi ka izhaar hota hai,0
dukh ki baat yeh hai ke mouk ko azaadi hasil kiye nisf saddi se ziyada ka arsaa beet chukka hai magar hum is tamam arsey mein sirf aik zia mohyeddin paida kar sake,0
phir khabrein aur aakhirkar radio mein baqaida mulazmat ikhteyar kar li lekin yeh silsila ta dair nahi chala,0
is mein shak nahi ke aaj kal squash par bora waqat aaya howa hai,0
balke asal masla pakistani khilariyon ko benul aqawami satah par ziyadah se ziyadah tournaments kheelne ka moqa na milna hai,0
kheel bhi kafi tez ho gaya hai jis ki wajah se squash court mein khilariyon ke kheel ne ki umar mein kaami waqeya hoi hai,0
aaj ki squash mein benul qawami satah par kam o besh saal tak aap achi karkardagi pesh karne ki position mein hote hain,0
question aik zamana tha ke squash mein australian khilari chaye howae the is ke bad jahangir aur jan sheer ne hukumrani ki phir misr ke khilari samne aaye lekin paistani khilari top ya top mein nazar nai aate,0
dosri janib pakistan mein squash ka koi system nahi hai yahan khilari khud hi training karte hain aur khud hi benul aqawami satah ke muqablon mein shirkat ki koshishs karte hain sab kuch khilariyon ko khud hi karna parta,0
